[Script Info]
; Script generated by Aegisub 2.1.8
; http://www.aegisub.org/
Title:YYeTs
Original Script:YYeTs
Synch Point:1
ScriptType: v4.00+
Collisions:Normal
Video File: Modern.Family.S04E04.HDTV.x264-LOL.DivX.avi
Video Aspect Ratio: 0
Video Zoom: 8
Video Position: 7334

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,方正黑体_GBK,20,&H00FFFFFF,&HF0000000,&H00000000,&H32000000,0,0,0,0,100,100,0,0,1,2,1,2,5,5,2,134

[Events]
Format: Layer, Start, End, Style, Name, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:00:04.63,0:00:05.89,*Default,NTP,0000,0000,0000,,大家没事吧
Dialogue: 0,0:00:06.17,0:00:08.17,*Default,NTP,0000,0000,0000,,我没事  谢谢你没丢下我
Dialogue: 0,0:00:08.17,0:00:08.89,*Default,NTP,0000,0000,0000,,发生什么事了
Dialogue: 0,0:00:08.89,0:00:11.16,*Default,NTP,0000,0000,0000,,水管和煤气管爆炸的逃生方式都一样
Dialogue: 0,0:00:11.16,0:00:12.65,*Default,NTP,0000,0000,0000,,大家弯腰前行  马上离开房子
Dialogue: 0,0:00:12.65,0:00:14.12,*Default,NTP,0000,0000,0000,,老公  卢克不见了
Dialogue: 0,0:00:14.13,0:00:16.65,*Default,NTP,0000,0000,0000,,克莱尔  人体自燃十分少见
Dialogue: 0,0:00:16.65,0:00:18.77,*Default,NTP,0000,0000,0000,,我不觉得是他自爆了  菲尔
Dialogue: 0,0:00:19.10,0:00:22.28,*Default,NTP,0000,0000,0000,,绳梯很管用  至少有人是按逃生规程来的
Dialogue: 0,0:00:22.28,0:00:23.38,*Default,NTP,0000,0000,0000,,是那个
Dialogue: 0,0:00:23.38,0:00:25.93,*Default,NTP,0000,0000,0000,,烟是从卢克该死的魔术箱里冒出来的
Dialogue: 0,0:00:26.28,0:00:29.73,*Default,NTP,0000,0000,0000,,有其父必有其子  卢克也是个魔术师
Dialogue: 0,0:00:29.93,0:00:32.80,*Default,NTP,0000,0000,0000,,教我魔术的是我爸上网搜来的大师
Dialogue: 0,0:00:32.81,0:00:34.71,*Default,NTP,0000,0000,0000,,他可是有莫德斯托巫师大会
Dialogue: 0,0:00:34.71,0:00:36.72,*Default,NTP,0000,0000,0000,,举办者的个人推荐呢
Dialogue: 0,0:01:09.03,0:01:10.43,*Default,NTP,0000,0000,0000,,此位有人了  大块头
Dialogue: 0,0:01:10.43,0:01:11.84,*Default,NTP,0000,0000,0000,,请另寻良枝吧
Dialogue: 0,0:01:19.08,0:01:23.02,*Default,NTP,0000,0000,0000,,*大家跟我一起学唱歌*
Dialogue: 0,0:01:23.20,0:01:27.04,*Default,NTP,0000,0000,0000,,*谁来跟我一起唱*
Dialogue: 0,0:01:27.05,0:01:30.46,*Default,NTP,0000,0000,0000,,小卡要去本地中学当音乐老师了
Dialogue: 0,0:01:30.46,0:01:31.98,*Default,NTP,0000,0000,0000,,明天就是上班第一天
Dialogue: 0,0:01:31.98,0:01:33.61,*Default,NTP,0000,0000,0000,,我为自己开心
Dialogue: 0,0:01:33.68,0:01:35.75,*Default,NTP,0000,0000,0000,,但更为我的学生开心
Dialogue: 0,0:01:35.76,0:01:37.90,*Default,NTP,0000,0000,0000,,因为优秀的老师是天赐的礼物
Dialogue: 0,0:01:37.90,0:01:39.15,*Default,NTP,0000,0000,0000,,还没正式上岗呢
Dialogue: 0,0:01:39.15,0:01:41.70,*Default,NTP,0000,0000,0000,,我要向我的高中音乐老师致敬
Dialogue: 0,0:01:41.70,0:01:43.13,*Default,NTP,0000,0000,0000,,此人带有自然的魔力 
Dialogue: 0,0:01:43.13,0:01:45.90,*Default,NTP,0000,0000,0000,,同时身兼橄榄球队的防守员
Dialogue: 0,0:01:45.90,0:01:49.08,*Default,NTP,0000,0000,0000,,和农场动物俱乐部的牛犊接生监察员
Dialogue: 0,0:01:49.08,0:01:51.18,*Default,NTP,0000,0000,0000,,朵莉丝·奥尔森  一位伟大的女士
Dialogue: 0,0:01:52.47,0:01:53.44,*Default,NTP,0000,0000,0000,,好一位女士
Dialogue: 0,0:01:53.96,0:01:58.13,*Default,NTP,0000,0000,0000,,*大家跟我一起学唱歌*
Dialogue: 0,0:02:17.12,0:02:19.46,*Default,NTP,0000,0000,0000,,杰  人家会想你的
Dialogue: 0,0:02:19.46,0:02:20.25,*Default,NTP,0000,0000,0000,,只是一晚上而已
Dialogue: 0,0:02:20.25,0:02:21.97,*Default,NTP,0000,0000,0000,,不  人家不想和你分离
Dialogue: 0,0:02:21.98,0:02:24.72,*Default,NTP,0000,0000,0000,,我这辈子一晚都不能离开你
Dialogue: 0,0:02:24.80,0:02:26.46,*Default,NTP,0000,0000,0000,,我能为你做点什么
Dialogue: 0,0:02:26.46,0:02:28.58,*Default,NTP,0000,0000,0000,,在床上给我腾点位置怎么样
Dialogue: 0,0:02:28.86,0:02:31.59,*Default,NTP,0000,0000,0000,,我是不该抱怨  我老婆美艳动人  但是
Dialogue: 0,0:02:31.73,0:02:33.51,*Default,NTP,0000,0000,0000,,她现在处于孕期中的某个阶段
Dialogue: 0,0:02:33.51,0:02:36.11,*Default,NTP,0000,0000,0000,,她变得  臃肿
Dialogue: 0,0:02:36.11,0:02:37.32,*Default,NTP,0000,0000,0000,,还打呼噜
Dialogue: 0,0:02:37.42,0:02:41.10,*Default,NTP,0000,0000,0000,,我发誓  上一张超音波片里婴儿是这样的
Dialogue: 0,0:02:41.68,0:02:44.33,*Default,NTP,0000,0000,0000,,我明天中午就能到家
Dialogue: 0,0:02:44.34,0:02:45.45,*Default,NTP,0000,0000,0000,,谁把咖啡都喝完了
Dialogue: 0,0:02:45.45,0:02:47.54,*Default,NTP,0000,0000,0000,,我喝了不少
Dialogue: 0,0:02:47.54,0:02:50.24,*Default,NTP,0000,0000,0000,,我最近晚上睡得不太好
Dialogue: 0,0:02:50.25,0:02:53.35,*Default,NTP,0000,0000,0000,,失眠的原因说来也挺好笑
Dialogue: 0,0:02:53.35,0:02:56.87,*Default,NTP,0000,0000,0000,,妈  我非常理解您的身体正经历着变化
Dialogue: 0,0:02:56.87,0:02:59.60,*Default,NTP,0000,0000,0000,,鼻塞也是怀孕时常见的现象
Dialogue: 0,0:02:59.60,0:03:01.38,*Default,NTP,0000,0000,0000,,但家里的情况已经刻不容缓了
Dialogue: 0,0:03:01.39,0:03:03.80,*Default,NTP,0000,0000,0000,,你打呼太严重了  我帮你买了呼吸辅助贴
Dialogue: 0,0:03:03.80,0:03:04.63,*Default,NTP,0000,0000,0000,,广告里
Dialogue: 0,0:03:04.63,0:03:07.32,*Default,NTP,0000,0000,0000,,连老头如雷般的呼噜声也能化为轻柔之音
Dialogue: 0,0:03:07.80,0:03:09.99,*Default,NTP,0000,0000,0000,,-所以我打呼像老头子吗  -不是
Dialogue: 0,0:03:09.99,0:03:12.14,*Default,NTP,0000,0000,0000,,那我是像狗  还是像猪
