[Script Info]
; Script generated by Aegisub 2.1.8
; http://www.aegisub.org/
Title:YYeTs
Original Script:YYeTs
Synch Point:1
ScriptType: v4.00+
Collisions:Normal
Timer:100.0000
Video File: Modern.Family.S03E24.HDTV.x264-LOL.avi
Video Aspect Ratio: 0
Video Zoom: 8
Video Position: 4597
Audio File: Modern.Family.S03E24.HDTV.x264-LOL.avi

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,方正黑体简体,20,&H00FFFFFF,&HF0000000,&H00000000,&H32000000,0,0,0,0,100,100,0,0,1,2,1,2,5,5,2,134

[Events]
Format: Layer, Start, End, Style, Name, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:00:04.73,0:00:05.76,*Default,NTP,0000,0000,0000,,-半夜  -不
Dialogue: 0,0:00:05.76,0:00:07.82,*Default,NTP,0000,0000,0000,,-电话时分  我去接  -快接
Dialogue: 0,0:00:07.82,0:00:09.57,*Default,NTP,0000,0000,0000,,-我手臂睡麻了  我手臂睡麻了  -快接电话
Dialogue: 0,0:00:09.57,0:00:11.19,*Default,NTP,0000,0000,0000,,菲尔  接电话
Dialogue: 0,0:00:11.19,0:00:13.22,*Default,NTP,0000,0000,0000,,那是我  你好
Dialogue: 0,0:00:13.22,0:00:14.59,*Default,NTP,0000,0000,0000,,是的  我是克莱尔
Dialogue: 0,0:00:14.59,0:00:15.55,*Default,NTP,0000,0000,0000,,是谁打来的
Dialogue: 0,0:00:15.55,0:00:17.00,*Default,NTP,0000,0000,0000,,是吗  我的天
Dialogue: 0,0:00:17.00,0:00:18.15,*Default,NTP,0000,0000,0000,,快告诉我发生什么事了
Dialogue: 0,0:00:18.15,0:00:19.78,*Default,NTP,0000,0000,0000,,海莉被逮捕了
Dialogue: 0,0:00:19.78,0:00:21.22,*Default,NTP,0000,0000,0000,,什么
Dialogue: 0,0:00:21.83,0:00:24.54,*Default,NTP,0000,0000,0000,,电话  电话  肯定是我妈
Dialogue: 0,0:00:24.54,0:00:26.03,*Default,NTP,0000,0000,0000,,我刚梦到天上下小鸡
Dialogue: 0,0:00:26.03,0:00:27.86,*Default,NTP,0000,0000,0000,,米奇尔  接电话
Dialogue: 0,0:00:27.86,0:00:29.84,*Default,NTP,0000,0000,0000,,我不正接着嘛  不正接着嘛
Dialogue: 0,0:00:29.84,0:00:31.27,*Default,NTP,0000,0000,0000,,-喂  -米奇尔
Dialogue: 0,0:00:31.27,0:00:33.88,*Default,NTP,0000,0000,0000,,抱歉吵醒你们  但海莉被逮捕了
Dialogue: 0,0:00:33.88,0:00:36.55,*Default,NTP,0000,0000,0000,,天啊  海莉被逮捕了
Dialogue: 0,0:00:36.55,0:00:37.63,*Default,NTP,0000,0000,0000,,难怪我梦到小鸡了[女孩]
Dialogue: 0,0:00:37.63,0:00:39.19,*Default,NTP,0000,0000,0000,,没错  的确"很灵验"
Dialogue: 0,0:00:39.19,0:00:40.65,*Default,NTP,0000,0000,0000,,她为啥被抓了
Dialogue: 0,0:00:40.65,0:00:43.32,*Default,NTP,0000,0000,0000,,她是因为在派对喝酒被抓的
Dialogue: 0,0:00:43.32,0:00:45.57,*Default,NTP,0000,0000,0000,,你能和我们一起开车去学校吗
Dialogue: 0,0:00:45.57,0:00:47.44,*Default,NTP,0000,0000,0000,,-我们大概需要一个律师  -当然没问题
Dialogue: 0,0:00:47.44,0:00:49.80,*Default,NTP,0000,0000,0000,,小卡和莉莉可以去你家陪着艾丽克斯和卢克
Dialogue: 0,0:00:49.80,0:00:51.12,*Default,NTP,0000,0000,0000,,我誓将用生命守护他们
Dialogue: 0,0:00:51.12,0:00:52.67,*Default,NTP,0000,0000,0000,,我不愿意麻烦他
Dialogue: 0,0:00:52.67,0:00:54.67,*Default,NTP,0000,0000,0000,,不  别这么说  他很乐意帮忙
Dialogue: 0,0:00:54.67,0:00:56.76,*Default,NTP,0000,0000,0000,,好吧  我们一会儿就过来
Dialogue: 0,0:00:56.76,0:00:57.96,*Default,NTP,0000,0000,0000,,行  我懂了
Dialogue: 0,0:00:57.96,0:01:00.05,*Default,NTP,0000,0000,0000,,当你告诉克莱尔我会去她家照看孩子时
Dialogue: 0,0:01:00.06,0:01:00.90,*Default,NTP,0000,0000,0000,,她语气很抵触
Dialogue: 0,0:01:00.90,0:01:03.19,*Default,NTP,0000,0000,0000,,因为她不信任我带孩子的能力
Dialogue: 0,0:01:03.19,0:01:05.25,*Default,NTP,0000,0000,0000,,不  别说傻话了  她只是不愿意麻烦你
Dialogue: 0,0:01:05.25,0:01:06.51,*Default,NTP,0000,0000,0000,,她女儿都进局子里了
Dialogue: 0,0:01:06.52,0:01:08.83,*Default,NTP,0000,0000,0000,,还敢指责我不会教育孩子
Dialogue: 0,0:01:08.83,0:01:10.98,*Default,NTP,0000,0000,0000,,-你都不为我辩解  -因为她什么都没说
Dialogue: 0,0:01:10.98,0:01:12.10,*Default,NTP,0000,0000,0000,,你这么护着她干什么
Dialogue: 0,0:01:12.10,0:01:14.14,*Default,NTP,0000,0000,0000,,怎么就没人护着我呢
Dialogue: 0,0:01:15.80,0:01:17.23,*Default,NTP,0000,0000,0000,,这套不行
Dialogue: 0,0:01:18.47,0:01:20.46,*Default,NTP,0000,0000,0000,,接电话  接电话
Dialogue: 0,0:01:23.67,0:01:25.42,*Default,NTP,0000,0000,0000,,你最好是有什么好事要说
Dialogue: 0,0:01:25.53,0:01:27.21,*Default,NTP,0000,0000,0000,,海莉因为喝酒被逮捕了
Dialogue: 0,0:01:27.21,0:01:28.45,*Default,NTP,0000,0000,0000,,我们要去把她保释出来
Dialogue: 0,0:01:28.45,0:01:30.35,*Default,NTP,0000,0000,0000,,你和州北的法官还有联系吗
Dialogue: 0,0:01:30.35,0:01:31.69,*Default,NTP,0000,0000,0000,,-他已经死了  -谁死了
Dialogue: 0,0:01:31.69,0:01:32.68,*Default,NTP,0000,0000,0000,,我的一个老友
Dialogue: 0,0:01:32.68,0:01:34.14,*Default,NTP,0000,0000,0000,,真令人遗憾  杰
Dialogue: 0,0:01:34.14,0:01:35.78,*Default,NTP,0000,0000,0000,,他五年前就死了
Dialogue: 0,0:01:35.78,0:01:37.86,*Default,NTP,0000,0000,0000,,那他们大半夜把我们吵起来
Dialogue: 0,0:01:37.86,0:01:38.85,*Default,NTP,0000,0000,0000,,是为了什么
Dialogue: 0,0:01:38.85,0:01:40.84,*Default,NTP,0000,0000,0000,,没人死了  是海莉被抓了
Dialogue: 0,0:01:40.84,0:01:42.01,*Default,NTP,0000,0000,0000,,好  这还说得通
Dialogue: 0,0:01:42.01,0:01:43.28,*Default,NTP,0000,0000,0000,,克莱尔要去保释她
Dialogue: 0,0:01:43.28,0:01:44.89,*Default,NTP,0000,0000,0000,,好  电话给我
Dialogue: 0,0:01:45.21,0:01:46.97,*Default,NTP,0000,0000,0000,,克莱尔  你听我说
Dialogue: 0,0:01:46.97,0:01:48.65,*Default,NTP,0000,0000,0000,,带上大量的现金
Dialogue: 0,0:01:48.65,0:01:50.35,*Default,NTP,0000,0000,0000,,然后在警察面前亮出绿油油的票子
Dialogue: 0,0:01:50.35,0:01:52.92,*Default,NTP,0000,0000,0000,,千万别张口提钱的事
Dialogue: 0,0:01:52.92,0:01:55.86,*Default,NTP,0000,0000,0000,,用眼神来交流  懂了吗
Dialogue: 0,0:01:56.32,0:01:57.84,*Default,NTP,0000,0000,0000,,我听到有电话来  谁死了
Dialogue: 0,0:01:57.84,0:01:58.86,*Default,NTP,0000,0000,0000,,杰的朋友
Dialogue: 0,0:01:58.86,0:02:00.45,*Default,NTP,0000,0000,0000,,杰  太令人遗憾了
Dialogue: 0,0:02:00.45,0:02:02.72,*Default,NTP,0000,0000,0000,,够了  我听不下去了
Dialogue: 0,0:02:15.01,0:02:16.49,*Default,NTP,0000,0000,0000,,早饭热腾腾
Dialogue: 0,0:02:16.49,0:02:17.81,*Default,NTP,0000,0000,0000,,早餐时间到
Dialogue: 0,0:02:17.81,0:02:19.76,*Default,NTP,0000,0000,0000,,早早吃饭身体好
Dialogue: 0,0:02:19.76,0:02:21.44,*Default,NTP,0000,0000,0000,,小卡舅夫  我就觉得听到你声音了
Dialogue: 0,0:02:21.45,0:02:22.87,*Default,NTP,0000,0000,0000,,你在我家干什么  我爸妈呢
Dialogue: 0,0:02:22.87,0:02:25.75,*Default,NTP,0000,0000,0000,,大学打了电话来  说你姐姐得了大奖
Dialogue: 0,0:02:25.75,0:02:26.82,*Default,NTP,0000,0000,0000,,编得不错  可这种谎言
Dialogue: 0,0:02:26.82,0:02:28.48,*Default,NTP,0000,0000,0000,,也只能骗骗海莉自己了
Dialogue: 0,0:02:28.48,0:02:30.12,*Default,NTP,0000,0000,0000,,她进监狱了
