[Script Info]
; // 此字幕由Srt2Ass生成
; // 欢迎访问人人影视 http://www.YYeTs.com
Title:YYeTs
Original Script:YYeTs
Synch Point:1
ScriptType:v4.00+
Collisions:Normal

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,方正黑体_GBK,20,&H00FFFFFF,&HF0000000,&H00000000,&H32000000,0,0,0,0,100,100,0,0.00,1,2,1,2,5,5,2,134

[Events]
Format: Layer, Start, End, Style, Actor, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:00:04.72,0:00:07.89,*Default,NTP,0000,0000,0000,,尽管把宝宝从医院带回家是件幸福的事
Dialogue: 0,0:00:08.28,0:00:11.65,*Default,NTP,0000,0000,0000,,有种声音绝对是你醒来时恐惧面对的
Dialogue: 0,0:00:15.35,0:00:16.61,*Default,NTP,0000,0000,0000,,亲戚们
Dialogue: 0,0:00:19.98,0:00:23.11,*Default,NTP,0000,0000,0000,,我还真没见过这些婚礼照片  妈妈
Dialogue: 0,0:00:23.11,0:00:25.78,*Default,NTP,0000,0000,0000,,爸爸看起来多年轻潇洒啊
Dialogue: 0,0:00:25.78,0:00:27.99,*Default,NTP,0000,0000,0000,,看得我好伤感
Dialogue: 0,0:00:27.99,0:00:29.78,*Default,NTP,0000,0000,0000,,我知道你想念他
Dialogue: 0,0:00:29.78,0:00:31.52,*Default,NTP,0000,0000,0000,,不是  你看我的翘臀
Dialogue: 0,0:00:31.52,0:00:33.72,*Default,NTP,0000,0000,0000,,照片里有两样东西  现在我都失去了
Dialogue: 0,0:00:33.72,0:00:35.27,*Default,NTP,0000,0000,0000,,妈妈  您太搞笑了
Dialogue: 0,0:00:35.27,0:00:36.71,*Default,NTP,0000,0000,0000,,桑娅  需要我帮忙吗
Dialogue: 0,0:00:36.71,0:00:38.84,*Default,NTP,0000,0000,0000,,没事  没事  让她忙去吧
Dialogue: 0,0:00:38.84,0:00:40.98,*Default,NTP,0000,0000,0000,,得再来点玉米  歌洛莉亚  菜园在哪
Dialogue: 0,0:00:40.98,0:00:42.03,*Default,NTP,0000,0000,0000,,我去摘点儿
Dialogue: 0,0:00:42.04,0:00:43.45,*Default,NTP,0000,0000,0000,,宝贝儿  城里人家里可没菜园
Dialogue: 0,0:00:43.45,0:00:45.49,*Default,NTP,0000,0000,0000,,歌洛莉亚  给我车钥匙  我们去趟超市
